Borough,Park or Playground,Week Start Date,Week End date,Sunday's Attendance,Monday's Attendance,Tuesday's Attendance,Wednesday's Attendance,Thursday's Attendance,Friday's Attendance,Saturday's Attendance,Total Attendance
Queens,Athens Square Park - CPI,05/07/2017,05/13/2017,0,0,200,389,277,282,0,1148
Bronx,Horseshoe Playground - CPI,10/01/2017,10/07/2017,0,0,19,21,17,27,33,117
Bronx,PFC Lozada Playground - CPI,10/01/2017,10/07/2017,0,0,0,0,30,24,32,86
Bronx,Tiffany Playground,10/01/2017,10/07/2017,0,0,35,36,48,65,20,204
Bronx,Slattery Playground - CPI,10/01/2017,10/07/2017,0,0,60,60,55,60,80,315
Queens,Charybdis Playground - CPI,10/01/2017,10/07/2017,120,65,50,30,45,90,0,400
Bronx,Barreto Playground - CPI,10/01/2017,10/07/2017,0,0,0,0,0,0,0,0
Bronx,Martin Van Buren Playground,10/01/2017,10/07/2017,0,0,45,53,54,47,92,291
Bronx,Mullaly Skate Park,10/01/2017,10/07/2017,0,0,12,10,11,15,0,48
Bronx,Mott Playground - CPI,10/01/2017,10/07/2017,0,0,29,38,26,41,36,170
Bronx,Flynn Playground - CPI,10/01/2017,10/07/2017,0,0,15,20,22,18,22,97
Bronx,Horseshoe Playground - CPI,05/14/2017,05/20/2017,0,0,47,44,34,38,0,163
Queens,Bayswater Park - CPI,09/24/2017,09/30/2017,0,0,104,0,124,112,135,475
Queens,Queensbridge Park,10/01/2017,10/07/2017,155,0,0,0,0,0,210,365
Queens,Bayswater Park - CPI,10/01/2017,10/07/2017,0,0,110,130,129,120,220,709
Queens,Queensbridge Park,09/24/2017,09/30/2017,87,0,0,0,0,0,0,87
Queens,Maple Playground - CPI,10/01/2017,10/07/2017,0,0,289,392,421,401,0,1503
Queens,Athens Square Park - CPI,10/01/2017,10/07/2017,0,0,112,140,85,185,210,732
Queens,Linden Playground (Park of the Americas) - CPI,10/01/2017,10/07/2017,0,0,170,145,190,280,0,785
Queens,Playground for All Children - CPI,10/01/2017,10/07/2017,0,0,135,155,140,325,0,755
Queens,Colden Playground - CPI,09/24/2017,09/30/2017,210,0,0,0,154,181,285,830
Queens,Colden Playground - CPI,10/01/2017,10/07/2017,185,0,0,0,160,210,275,830
Bronx,Barreto Playground - CPI,05/14/2017,05/20/2017,0,0,14,8,24,0,0,46
Manhattan,Raoul Wallenberg Playground - CPI,10/03/2017,10/07/2017,0,0,60,70,80,110,0,320
Manhattan,Bloomingdale Playground,10/03/2017,10/07/2017,0,120,100,90,120,120,0,550
Manhattan,White Park - CPI,10/03/2017,10/07/2017,0,0,85,75,25,100,90,375
Brooklyn,St Andrew's Playground - CPI,10/01/2017,10/07/2017,0,0,48,40,45,39,37,209
Brooklyn,St Andrew's Playground - CPI,10/08/2017,10/14/2017,0,0,45,38,41,32,33,189
Brooklyn,Betsy Head Playground,10/01/2017,10/07/2017,0,0,187,150,160,140,150,787
Brooklyn,Betsy Head Playground,10/08/2017,10/14/2017,0,0,140,170,167,132,129,738
Brooklyn,Kaiser Park,10/01/2017,10/07/2017,0,0,35,30,26,22,20,133
Brooklyn,Dreier Offerman - CPI,10/01/2017,10/07/2017,0,0,68,56,57,49,50,280
Brooklyn,Dreier Offerman - CPI,10/08/2017,10/14/2017,0,0,60,50,55,45,57,267
Bronx,People's Park,05/14/2017,05/20/2017,0,0,25,40,35,20,0,120
Brooklyn,Garibaldi Playground - CPI,10/01/2017,10/07/2017,0,0,70,65,50,53,49,287
Brooklyn,Garibaldi Playground - CPI,10/08/2017,10/14/2017,0,0,62,48,44,59,67,280
Brooklyn,John J Carty Park - CPI,10/01/2017,10/07/2017,0,0,56,59,43,38,42,238
Brooklyn,Hattie Carthan,10/08/2017,10/14/2017,0,0,30,37,41,45,40,193
Brooklyn,Hattie Carthan,10/01/2017,10/07/2017,0,0,49,55,60,50,50,264
Brooklyn,Kaiser Park,10/08/2017,10/14/2017,0,0,32,27,23,30,33,145
Brooklyn,Seth Low,09/24/2017,09/30/2017,0,0,120,130,100,111,107,568
Brooklyn,John J Carty Park - CPI,10/08/2017,10/14/2017,0,0,40,38,46,52,55,231
Brooklyn,Seth Low,10/01/2017,10/07/2017,0,0,131,120,145,167,182,745
Brooklyn,Sternberg Park - CPI,10/01/2017,10/07/2017,0,0,0,0,0,0,0,0
Bronx,Claremont Park,05/14/2017,05/20/2017,0,0,63,81,94,85,0,323
Brooklyn,Seth Low,10/08/2017,10/14/2017,0,0,147,158,169,170,190,834
Brooklyn,Osborn Playground,10/01/2017,10/07/2017,0,0,40,50,44,50,55,239
Brooklyn,St Johns Playground - CPI,10/01/2017,10/07/2017,0,0,71,68,62,59,48,308
Brooklyn,Osborn Playground,10/01/2017,10/07/2017,0,0,45,56,50,40,35,226
Brooklyn,St Johns Playground - CPI,10/08/2017,10/14/2017,0,0,72,55,50,40,40,257
Brooklyn,William Sheridan Playground - CPI,10/08/2017,10/14/2017,0,0,50,70,73,62,69,324
Brooklyn,Vincent Abate Playground - CPI,09/24/2017,09/30/2017,0,0,90,93,80,75,85,423
Brooklyn,St Johns Playground - CPI,09/24/2017,09/30/2017,0,0,50,70,75,60,60,315
Brooklyn,William Sheridan Playground - CPI,09/24/2017,09/30/2017,0,0,79,61,80,65,60,345
Brooklyn,William Sheridan Playground - CPI,10/01/2017,10/07/2017,0,0,60,60,67,53,56,296
Bronx,Flynn Playground - CPI,05/14/2017,05/20/2017,0,0,28,24,15,10,0,77
Brooklyn,Vincent Abate Playground - CPI,10/08/2017,10/14/2017,0,0,101,98,90,105,103,497
Brooklyn,Maria Hernandez Park,10/08/2017,10/14/2017,0,0,50,68,45,49,51,263
Brooklyn,McLaughlin Park,09/24/2017,09/30/2017,0,0,43,46,52,56,60,257
Brooklyn,Maria Hernandez Park,09/24/2017,09/30/2017,0,0,58,54,49,47,40,248
Brooklyn,Maria Hernandez Park,10/01/2017,10/07/2017,0,0,65,60,55,60,50,290
Brooklyn,McLaughlin Park,10/01/2017,10/07/2017,0,0,51,47,40,45,50,233
Brooklyn,Vincent Abate Playground - CPI,10/01/2017,10/07/2017,0,0,95,87,80,70,60,392
Brooklyn,McLaughlin Park,10/22/2017,10/28/2017,0,0,30,33,27,36,31,157
Brooklyn,McLaughlin Park,10/15/2017,10/21/2017,0,0,40,35,40,44,49,208
Brooklyn,Marion Hopkinson Playground - CPI,09/24/2017,09/30/2017,0,0,41,34,28,33,41,177
Bronx,Tiffany Playground,05/14/2017,05/20/2017,0,0,50,70,70,55,0,245
Brooklyn,Maria Hernandez Park,10/15/2017,10/21/2017,0,0,42,38,40,30,30,180
Brooklyn,Linden Park,10/22/2017,10/28/2017,0,0,79,84,57,65,70,355
Manhattan,Columbus Park - CPI,10/03/2017,10/07/2017,0,0,437,502,494,603,0,2036
Brooklyn,Maria Hernandez Park,10/22/2017,10/28/2017,0,0,29,40,39,33,30,171
Brooklyn,Linden Park,09/24/2017,09/30/2017,0,0,70,65,78,80,77,370
Brooklyn,McLaughlin Park,10/08/2017,10/14/2017,0,0,45,40,39,42,36,202
Manhattan,Bennett Playground,10/03/2017,10/07/2017,0,0,200,140,240,160,260,1000
Manhattan,Seward Park - CPI,10/10/2017,10/14/2017,0,0,375,0,0,325,450,1150
Manhattan,J Hood Wright - CPI,10/03/2017,10/07/2017,0,0,74,84,72,120,115,465
Manhattan,Seward Park - CPI,09/19/2017,09/23/2017,0,0,375,100,0,325,350,1150
Bronx,Rev. James Polite Playground - CPI,05/14/2017,05/20/2017,0,0,40,0,45,30,0,115
Manhattan,Jackie Robinson Playground - CPI,09/19/2017,09/23/2017,0,0,30,80,95,0,0,205
Manhattan,Raoul Wallenberg Playground - CPI,09/19/2017,09/23/2017,0,0,20,50,10,110,0,190
Manhattan,Little Flower,10/10/2017,10/14/2017,0,0,152,124,0,171,99,546
Manhattan,Wright Brothers Playground,10/03/2017,10/07/2017,0,0,108,106,93,160,75,542
Manhattan,Union Square,09/26/2017,09/30/2017,0,0,308,241,237,307,0,1093
Manhattan,Tompkins Square Park - CPI,10/03/2017,10/07/2017,0,0,651,869,637,894,302,3353
Manhattan,Washington Square park,10/03/2017,10/07/2017,0,0,125,220,255,250,170,1020
Manhattan,Seward Park - CPI,09/26/2017,09/30/2017,0,400,375,0,350,380,300,1805
Manhattan,Jackie Robinson Playground - CPI,09/26/2017,09/30/2017,0,0,55,70,65,80,75,345
Manhattan,Washington Square park,09/26/2017,09/30/2017,0,0,120,0,64,133,165,482
Manhattan,Seward Park - CPI,04/17/2017,04/22/2017,0,0,0,147,171,121,0,439
Brooklyn,Dreier Offerman - CPI,04/24/2017,04/29/2017,0,0,45,36,41,30,0,152
Manhattan,Seward Park - CPI,10/03/2017,10/07/2017,0,385,350,0,375,400,425,1935
Manhattan,Little Flower,10/03/2017,10/07/2017,0,0,127,11,122,191,105,556
Manhattan,Tompkins Square Park - CPI,09/26/2017,09/30/2017,0,0,311,0,0,797,652,1760
Manhattan,Columbus Park - CPI,09/26/2017,09/30/2017,0,0,485,563,571,531,0,2150
Manhattan,Little Flower,09/26/2017,09/30/2017,0,0,74,129,65,0,46,314
Manhattan,Bloomingdale Playground,10/10/2017,10/14/2017,0,0,100,0,0,100,25,225
Manhattan,Marcus Garvey,05/30/2017,06/03/2017,0,0,275,140,160,160,105,840
Manhattan,Marcus Garvey,09/26/2017,09/30/2017,0,0,100,120,110,120,100,550
Manhattan,J Hood Wright - CPI,10/10/2017,10/14/2017,0,0,87,0,90,108,98,383
Manhattan,Marcus Garvey,10/03/2017,10/07/2017,0,110,120,120,130,130,0,610
Brooklyn,Dreier Offerman - CPI,05/08/2017,05/13/2017,0,0,0,0,0,0,0,0
Bronx,PFC Lozada Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Manhattan,Marcus Garvey,09/19/2017,09/23/2017,0,0,100,130,120,100,0,450
Bronx,Willis Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Rev. James Polite Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Clark Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Barreto Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Dawson Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Tiffany Playground,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Horseshoe Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Mott Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Dawson Playground - CPI,05/14/2017,05/20/2017,0,0,39,23,33,43,15,153
Bronx,Claremont Park,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Martin Van Buren Playground,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Bronx,Slattery Playground - CPI,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Queens,Maple Playground - CPI,04/20/2018,04/21/2018,0,0,0,0,0,270,350,620
Queens,Athens Square Park - CPI,04/18/2018,04/21/2018,0,0,0,85,0,30,110,225
Queens,Linden Playground (Park of the Americas) - CPI,04/20/2018,04/21/2018,0,0,0,0,0,150,285,435
